date,brand,Product Line,size,presentation,sales
2/2/2022,Producto 3,lager,1,Bottle,$136.95 
2/2/2022,Producto 5,Variety,12,Bottle,"$2,007.79 "
2/2/2022,Producto 4,IPA,18,Can,$259.87 
2/2/2022,Producto 8,Light,6,Bottle,$956.68 
2/2/2022,Producto 12,IPA,6,Bottle,$343.65 
2/2/2022,Producto 18,Variety,6,Bottle,$662.30 
2/2/2022,Producto 14,lager,6,Bottle,"$1,725.69 "
3/2/2022,Producto 3,lager,1,Bottle,$161.85 
3/2/2022,Producto 10,lager,12,Bottle,$489.71 
3/2/2022,Producto 13,IPA,12,Bottle,$170.90 
3/2/2022,Producto 11,lager,18,Can,$279.86 
3/2/2022,Producto 8,Light,6,Bottle,"$1,073.39 "
3/2/2022,Producto 16,Variety,6,Can,$109.88 
3/2/2022,Producto 2,Main,1,Can,$262.45 
3/2/2022,Producto 7,Main,12,Can,$744.55 
3/2/2022,Producto 12,IPA,6,Bottle,$473.26 
3/2/2022,Producto 14,lager,6,Bottle,"$1,706.67 "
3/2/2022,Producto 9,Main,12,Bottle,"$1,951.82 "
3/2/2022,Producto 6,Ale,6,Bottle,"$2,107.45 "
3/2/2022,Producto 4,IPA,18,Can,$299.85 
3/2/2022,Producto 1,Light,12,Can,$84.95 
3/2/2022,Producto 18,Variety,6,Bottle,$603.03 
3/2/2022,Producto 17,Variety,12,Can,$611.64 
3/2/2022,Producto 5,Variety,12,Bottle,"$2,001.79 "
4/2/2022,Producto 7,Main,12,Can,"$1,366.19 "
4/2/2022,Producto 12,IPA,6,Bottle,$644.34 
4/2/2022,Producto 2,Main,1,Can,$376.06 
4/2/2022,Producto 3,lager,1,Bottle,$209.16 
4/2/2022,Producto 8,Light,6,Bottle,"$1,777.14 "
4/2/2022,Producto 19,lager,1,Can,$14.99 
4/2/2022,Producto 14,lager,6,Bottle,"$2,311.53 "
4/2/2022,Producto 1,Light,12,Can,$152.91 
4/2/2022,Producto 6,Ale,6,Bottle,"$3,947.51 "
4/2/2022,Producto 13,IPA,12,Bottle,$167.90 
4/2/2022,Producto 9,Main,12,Bottle,"$3,754.74 "
4/2/2022,Producto 4,IPA,18,Can,$559.72 
4/2/2022,Producto 20,IPA,6,Bottle,$1.67 
4/2/2022,Producto 5,Variety,12,Bottle,"$3,703.76 "
4/2/2022,Producto 17,Variety,12,Can,"$1,134.33 "
4/2/2022,Producto 16,Variety,6,Can,$194.79 
4/2/2022,Producto 10,lager,12,Bottle,$894.47 
4/2/2022,Producto 11,lager,18,Can,$359.82 
4/2/2022,Producto 18,Variety,6,Bottle,$992.94 
5/2/2022,Producto 6,Ale,6,Bottle,"$4,978.28 "
5/2/2022,Producto 7,Main,12,Can,"$1,350.20 "
5/2/2022,Producto 2,Main,1,Can,$412.22 
5/2/2022,Producto 11,lager,18,Can,$239.88 
5/2/2022,Producto 17,Variety,12,Can,"$1,478.13 "
5/2/2022,Producto 12,IPA,6,Bottle,$636.35 
5/2/2022,Producto 9,Main,12,Bottle,"$4,175.46 "
5/2/2022,Producto 18,Variety,6,Bottle,"$1,201.73 "
5/2/2022,Producto 3,lager,1,Bottle,$211.65 
5/2/2022,Producto 4,IPA,18,Can,$539.73 
5/2/2022,Producto 1,Light,12,Can,$322.81 
5/2/2022,Producto 13,IPA,12,Bottle,$149.91 
5/2/2022,Producto 14,lager,6,Bottle,"$3,382.78 "
5/2/2022,Producto 10,lager,12,Bottle,"$1,022.90 "
5/2/2022,Producto 8,Light,6,Bottle,"$1,952.10 "
5/2/2022,Producto 5,Variety,12,Bottle,"$4,750.63 "
5/2/2022,Producto 16,Variety,6,Can,$120.87 
6/2/2022,Producto 3,lager,1,Bottle,$204.18 
6/2/2022,Producto 1,Light,12,Can,$305.82 
6/2/2022,Producto 5,Variety,12,Bottle,"$2,635.41 "
6/2/2022,Producto 9,Main,12,Bottle,"$2,896.75 "
6/2/2022,Producto 14,lager,6,Bottle,"$2,671.53 "
6/2/2022,Producto 17,Variety,12,Can,$917.46 
6/2/2022,Producto 10,lager,12,Bottle,$826.51 
6/2/2022,Producto 4,IPA,18,Can,$359.82 
6/2/2022,Producto 2,Main,1,Can,$403.38 
6/2/2022,Producto 8,Light,6,Bottle,"$1,770.65 "
6/2/2022,Producto 13,IPA,12,Bottle,$148.91 
6/2/2022,Producto 12,IPA,6,Bottle,$457.53 
6/2/2022,Producto 18,Variety,6,Bottle,"$1,029.93 "
6/2/2022,Producto 16,Variety,6,Can,$258.73 
6/2/2022,Producto 6,Ale,6,Bottle,"$3,411.87 "
6/2/2022,Producto 11,lager,18,Can,$179.91 
6/2/2022,Producto 7,Main,12,Can,$893.47 
7/2/2022,Producto 4,IPA,18,Can,$119.94 
7/2/2022,Producto 16,Variety,6,Can,$122.37 
7/2/2022,Producto 10,lager,12,Bottle,$611.64 
7/2/2022,Producto 6,Ale,6,Bottle,"$2,105.29 "
7/2/2022,Producto 1,Light,12,Can,$186.89 
7/2/2022,Producto 12,IPA,6,Bottle,$347.15 
7/2/2022,Producto 9,Main,12,Bottle,"$1,826.40 "
7/2/2022,Producto 11,lager,18,Can,$159.92 
7/2/2022,Producto 7,Main,12,Can,$533.68 
7/2/2022,Producto 18,Variety,6,Bottle,$426.22 
7/2/2022,Producto 14,lager,6,Bottle,"$1,755.59 "
7/2/2022,Producto 13,IPA,12,Bottle,$82.95 
7/2/2022,Producto 17,Variety,12,Can,$477.72 
7/2/2022,Producto 3,lager,1,Bottle,$144.42 
7/2/2022,Producto 8,Light,6,Bottle,$988.49 
7/2/2022,Producto 2,Main,1,Can,$305.69 
7/2/2022,Producto 5,Variety,12,Bottle,"$1,913.85 "
8/2/2022,Producto 12,IPA,6,Bottle,$424.32 
8/2/2022,Producto 2,Main,1,Can,$244.93 
8/2/2022,Producto 7,Main,12,Can,$615.63 
8/2/2022,Producto 16,Variety,6,Can,$66.93 
8/2/2022,Producto 13,IPA,12,Bottle,$166.90 
8/2/2022,Producto 9,Main,12,Bottle,"$2,133.72 "
8/2/2022,Producto 8,Light,6,Bottle,"$1,088.03 "
8/2/2022,Producto 6,Ale,6,Bottle,"$2,482.05 "
8/2/2022,Producto 18,Variety,6,Bottle,$512.63 
8/2/2022,Producto 10,lager,12,Bottle,$539.18 
8/2/2022,Producto 14,lager,6,Bottle,"$1,657.40 "
8/2/2022,Producto 11,lager,18,Can,$59.97 
8/2/2022,Producto 5,Variety,12,Bottle,"$1,557.06 "
8/2/2022,Producto 1,Light,12,Can,$118.93 
8/2/2022,Producto 3,lager,1,Bottle,$146.91 
8/2/2022,Producto 17,Variety,12,Can,$475.72 
8/2/2022,Producto 4,IPA,18,Can,$239.88 
9/2/2022,Producto 13,IPA,12,Bottle,$133.91 
9/2/2022,Producto 7,Main,12,Can,$744.52 
9/2/2022,Producto 16,Variety,6,Can,$49.45 
9/2/2022,Producto 5,Variety,12,Bottle,"$2,644.25 "
9/2/2022,Producto 3,lager,1,Bottle,$219.12 
9/2/2022,Producto 2,Main,1,Can,$284.90 
9/2/2022,Producto 19,lager,1,Can,$16.99 
9/2/2022,Producto 14,lager,6,Bottle,"$1,754.96 "
9/2/2022,Producto 8,Light,6,Bottle,"$1,075.25 "
9/2/2022,Producto 12,IPA,6,Bottle,$421.58 
9/2/2022,Producto 6,Ale,6,Bottle,"$2,418.90 "
9/2/2022,Producto 1,Light,12,Can,$269.82 
9/2/2022,Producto 10,lager,12,Bottle,$850.42 
9/2/2022,Producto 11,lager,18,Can,$139.93 
9/2/2022,Producto 4,IPA,18,Can,$379.81 
9/2/2022,Producto 17,Variety,12,Can,$749.52 
9/2/2022,Producto 18,Variety,6,Bottle,$690.97 
9/2/2022,Producto 9,Main,12,Bottle,"$2,563.83 "
10/2/2022,Producto 4,IPA,18,Can,$239.88 
10/2/2022,Producto 17,Variety,12,Can,$982.38 
10/2/2022,Producto 9,Main,12,Bottle,"$2,745.19 "
10/2/2022,Producto 6,Ale,6,Bottle,"$2,871.13 "
10/2/2022,Producto 13,IPA,12,Bottle,$121.92 
10/2/2022,Producto 1,Light,12,Can,$233.84 
10/2/2022,Producto 10,lager,12,Bottle,$924.87 
10/2/2022,Producto 3,lager,1,Bottle,$204.18 
10/2/2022,Producto 18,Variety,6,Bottle,$673.30 
10/2/2022,Producto 12,IPA,6,Bottle,$419.58 
10/2/2022,Producto 11,lager,18,Can,$299.85 
10/2/2022,Producto 5,Variety,12,Bottle,"$3,410.27 "
10/2/2022,Producto 16,Variety,6,Can,$89.91 
10/2/2022,Producto 22,Punch,1,Can,$2.49 
10/2/2022,Producto 2,Main,1,Can,$294.38 
10/2/2022,Producto 7,Main,12,Can,"$1,189.24 "
10/2/2022,Producto 8,Light,6,Bottle,"$1,364.12 "
10/2/2022,Producto 14,lager,6,Bottle,"$2,192.52 "
11/2/2022,Producto 8,Light,6,Bottle,"$2,495.55 "
11/2/2022,Producto 17,Variety,12,Can,"$1,886.79 "
11/2/2022,Producto 5,Variety,12,Bottle,"$5,633.76 "
11/2/2022,Producto 1,Light,12,Can,$344.77 
11/2/2022,Producto 7,Main,12,Can,"$1,608.97 "
11/2/2022,Producto 14,lager,6,Bottle,"$3,748.54 "
11/2/2022,Producto 6,Ale,6,Bottle,"$5,549.89 "
11/2/2022,Producto 11,lager,18,Can,$239.88 
11/2/2022,Producto 4,IPA,18,Can,$659.67 
11/2/2022,Producto 12,IPA,6,Bottle,$563.44 
11/2/2022,Producto 3,lager,1,Bottle,$241.53 
11/2/2022,Producto 9,Main,12,Bottle,"$5,753.75 "
11/2/2022,Producto 13,IPA,12,Bottle,$306.80 
11/2/2022,Producto 18,Variety,6,Bottle,"$1,141.75 "
11/2/2022,Producto 10,lager,12,Bottle,"$1,423.03 "
11/2/2022,Producto 2,Main,1,Can,$432.61 
11/2/2022,Producto 16,Variety,6,Can,$108.39 
12/2/2022,Producto 20,IPA,6,Bottle,$1.70 
12/2/2022,Producto 9,Main,12,Bottle,"$7,909.84 "
12/2/2022,Producto 12,IPA,6,Bottle,"$1,063.44 "
12/2/2022,Producto 18,Variety,6,Bottle,"$1,718.25 "
12/2/2022,Producto 5,Variety,12,Bottle,"$10,531.02 "
12/2/2022,Producto 7,Main,12,Can,"$2,482.42 "
12/2/2022,Producto 10,lager,12,Bottle,"$2,332.93 "
12/2/2022,Producto 13,IPA,12,Bottle,$405.73 
12/2/2022,Producto 14,lager,6,Bottle,"$5,965.40 "
12/2/2022,Producto 16,Variety,6,Can,$313.03 
12/2/2022,Producto 3,lager,1,Bottle,$341.13 
12/2/2022,Producto 17,Variety,12,Can,"$2,568.35 "
12/2/2022,Producto 1,Light,12,Can,$764.49 
12/2/2022,Producto 4,IPA,18,Can,$699.65 
12/2/2022,Producto 8,Light,6,Bottle,"$3,181.28 "
12/2/2022,Producto 6,Ale,6,Bottle,"$8,227.56 "
12/2/2022,Producto 22,Punch,1,Can,$2.49 
12/2/2022,Producto 11,lager,18,Can,$439.78 
12/2/2022,Producto 2,Main,1,Can,$441.89 
13/02/2022,Producto 11,lager,18,Can,$559.72 
13/02/2022,Producto 14,lager,6,Bottle,"$7,317.67 "
13/02/2022,Producto 5,Variety,12,Bottle,"$11,367.49 "
13/02/2022,Producto 4,IPA,18,Can,$799.60 
13/02/2022,Producto 13,IPA,12,Bottle,$339.78 
13/02/2022,Producto 3,lager,1,Bottle,$283.86 
13/02/2022,Producto 9,Main,12,Bottle,"$11,120.65 "
13/02/2022,Producto 17,Variety,12,Can,"$3,659.65 "
13/02/2022,Producto 12,IPA,6,Bottle,"$1,350.40 "
13/02/2022,Producto 7,Main,12,Can,"$2,373.47 "
13/02/2022,Producto 10,lager,12,Bottle,"$3,182.87 "
13/02/2022,Producto 1,Light,12,Can,$713.52 
13/02/2022,Producto 2,Main,1,Can,$526.75 
13/02/2022,Producto 6,Ale,6,Bottle,"$11,067.02 "
13/02/2022,Producto 18,Variety,6,Bottle,"$2,342.70 "
13/02/2022,Producto 16,Variety,6,Can,$159.84 
13/02/2022,Producto 8,Light,6,Bottle,"$4,763.98 "
14/02/2022,Producto 17,Variety,12,Can,$394.75 
14/02/2022,Producto 4,IPA,18,Can,$159.92 
14/02/2022,Producto 1,Light,12,Can,$191.87 
14/02/2022,Producto 11,lager,18,Can,$119.94 
14/02/2022,Producto 18,Variety,6,Bottle,$589.74 
14/02/2022,Producto 9,Main,12,Bottle,"$1,621.42 "
14/02/2022,Producto 7,Main,12,Can,$779.50 
14/02/2022,Producto 10,lager,12,Bottle,$438.20 
14/02/2022,Producto 6,Ale,6,Bottle,"$2,084.02 "
14/02/2022,Producto 2,Main,1,Can,$282.15 
14/02/2022,Producto 13,IPA,12,Bottle,$158.90 
14/02/2022,Producto 14,lager,6,Bottle,"$1,553.69 "
14/02/2022,Producto 8,Light,6,Bottle,$979.67 
14/02/2022,Producto 3,lager,1,Bottle,$186.75 
14/02/2022,Producto 12,IPA,6,Bottle,$253.25 
14/02/2022,Producto 16,Variety,6,Can,$127.87 
14/02/2022,Producto 5,Variety,12,Bottle,"$1,436.06 "
15/02/2022,Producto 8,Light,6,Bottle,$783.37 
15/02/2022,Producto 5,Variety,12,Bottle,"$1,996.18 "
15/02/2022,Producto 2,Main,1,Can,$174.45 
15/02/2022,Producto 6,Ale,6,Bottle,"$1,743.89 "
15/02/2022,Producto 4,IPA,18,Can,$39.98 
15/02/2022,Producto 17,Variety,12,Can,$424.71 
15/02/2022,Producto 13,IPA,12,Bottle,$57.96 
15/02/2022,Producto 12,IPA,6,Bottle,$401.35 
15/02/2022,Producto 9,Main,12,Bottle,"$1,487.34 "
15/02/2022,Producto 7,Main,12,Can,$514.68 
15/02/2022,Producto 3,lager,1,Bottle,$129.48 
15/02/2022,Producto 16,Variety,6,Can,$89.41 
15/02/2022,Producto 18,Variety,6,Bottle,$471.65 
15/02/2022,Producto 11,lager,18,Can,$39.98 
15/02/2022,Producto 10,lager,12,Bottle,$720.01 
15/02/2022,Producto 1,Light,12,Can,$74.95 
15/02/2022,Producto 14,lager,6,Bottle,"$1,395.53 "
16/02/2022,Producto 14,lager,6,Bottle,"$1,535.09 "
16/02/2022,Producto 7,Main,12,Can,$614.63 
16/02/2022,Producto 1,Light,12,Can,$101.94 
16/02/2022,Producto 8,Light,6,Bottle,$873.61 
16/02/2022,Producto 16,Variety,6,Can,$124.88 
16/02/2022,Producto 5,Variety,12,Bottle,"$1,572.05 "
16/02/2022,Producto 17,Variety,12,Can,$560.67 
16/02/2022,Producto 9,Main,12,Bottle,"$1,785.90 "
16/02/2022,Producto 18,Variety,6,Bottle,$521.81 
16/02/2022,Producto 3,lager,1,Bottle,$164.34 
16/02/2022,Producto 2,Main,1,Can,$279.77 
16/02/2022,Producto 6,Ale,6,Bottle,"$1,922.47 "
16/02/2022,Producto 12,IPA,6,Bottle,$336.12 
16/02/2022,Producto 13,IPA,12,Bottle,$67.96 
16/02/2022,Producto 4,IPA,18,Can,$239.88 
16/02/2022,Producto 11,lager,18,Can,$79.96 
16/02/2022,Producto 10,lager,12,Bottle,$445.74 
17/02/2022,Producto 9,Main,12,Bottle,"$2,619.92 "
17/02/2022,Producto 18,Variety,6,Bottle,$568.42 
17/02/2022,Producto 11,lager,18,Can,$199.90 
17/02/2022,Producto 10,lager,12,Bottle,$716.08 
17/02/2022,Producto 13,IPA,12,Bottle,$101.94 
17/02/2022,Producto 12,IPA,6,Bottle,$452.30 
17/02/2022,Producto 8,Light,6,Bottle,"$1,176.45 "
17/02/2022,Producto 16,Variety,6,Can,$81.59 
17/02/2022,Producto 3,lager,1,Bottle,$112.05 
17/02/2022,Producto 7,Main,12,Can,$781.54 
17/02/2022,Producto 14,lager,6,Bottle,"$1,812.75 "
17/02/2022,Producto 2,Main,1,Can,$324.93 
17/02/2022,Producto 4,IPA,18,Can,$159.92 
17/02/2022,Producto 17,Variety,12,Can,$645.62 
17/02/2022,Producto 1,Light,12,Can,$186.89 
17/02/2022,Producto 6,Ale,6,Bottle,"$2,299.64 "
17/02/2022,Producto 5,Variety,12,Bottle,"$1,709.97 "
18/02/2022,Producto 20,IPA,6,Bottle,$5.16 
18/02/2022,Producto 14,lager,6,Bottle,"$3,077.78 "
18/02/2022,Producto 10,lager,12,Bottle,"$1,035.89 "
18/02/2022,Producto 11,lager,18,Can,$219.89 
18/02/2022,Producto 17,Variety,12,Can,"$1,306.23 "
18/02/2022,Producto 3,lager,1,Bottle,$229.08 
18/02/2022,Producto 9,Main,12,Bottle,"$3,510.86 "
18/02/2022,Producto 16,Variety,6,Can,$109.89 
18/02/2022,Producto 5,Variety,12,Bottle,"$3,765.73 "
18/02/2022,Producto 4,IPA,18,Can,$499.75 
18/02/2022,Producto 6,Ale,6,Bottle,"$4,079.76 "
18/02/2022,Producto 12,IPA,6,Bottle,$664.59 
18/02/2022,Producto 18,Variety,6,Bottle,"$1,097.05 "
18/02/2022,Producto 1,Light,12,Can,$322.81 
18/02/2022,Producto 23,Light,6,Can,"$2,081.51 "
18/02/2022,Producto 7,Main,12,Can,"$1,514.10 "
18/02/2022,Producto 13,IPA,12,Bottle,$230.86 
18/02/2022,Producto 2,Main,1,Can,$357.56 
19/02/2022,Producto 10,lager,12,Bottle,$830.51 
19/02/2022,Producto 9,Main,12,Bottle,"$4,488.27 "
19/02/2022,Producto 5,Variety,12,Bottle,"$4,576.25 "
19/02/2022,Producto 4,IPA,18,Can,$439.78 
19/02/2022,Producto 13,IPA,12,Bottle,$115.93 
19/02/2022,Producto 20,IPA,6,Bottle,$7.74 
19/02/2022,Producto 16,Variety,6,Can,$129.87 
19/02/2022,Producto 23,Light,6,Can,"$2,053.25 "
19/02/2022,Producto 2,Main,1,Can,$381.88 
19/02/2022,Producto 18,Variety,6,Bottle,"$1,148.50 "
19/02/2022,Producto 6,Ale,6,Bottle,"$4,806.92 "
19/02/2022,Producto 14,lager,6,Bottle,"$3,419.10 "
19/02/2022,Producto 3,lager,1,Bottle,$219.12 
19/02/2022,Producto 11,lager,18,Can,$259.87 
19/02/2022,Producto 12,IPA,6,Bottle,$730.27 
19/02/2022,Producto 1,Light,12,Can,$322.81 
19/02/2022,Producto 17,Variety,12,Can,"$1,576.07 "
19/02/2022,Producto 7,Main,12,Can,"$1,324.22 "
20/02/2022,Producto 17,Variety,12,Can,"$1,081.36 "
20/02/2022,Producto 4,IPA,18,Can,$319.84 
20/02/2022,Producto 9,Main,12,Bottle,"$3,291.02 "
20/02/2022,Producto 23,Light,6,Can,"$1,522.27 "
20/02/2022,Producto 3,lager,1,Bottle,$219.12 
20/02/2022,Producto 11,lager,18,Can,$159.92 
20/02/2022,Producto 2,Main,1,Can,$393.45 
20/02/2022,Producto 10,lager,12,Bottle,$628.63 
20/02/2022,Producto 5,Variety,12,Bottle,"$3,088.15 "
20/02/2022,Producto 6,Ale,6,Bottle,"$3,569.95 "
20/02/2022,Producto 13,IPA,12,Bottle,$231.86 
20/02/2022,Producto 1,Light,12,Can,$254.85 
20/02/2022,Producto 16,Variety,6,Can,$81.59 
20/02/2022,Producto 18,Variety,6,Bottle,$967.53 
20/02/2022,Producto 14,lager,6,Bottle,"$2,581.70 "
20/02/2022,Producto 12,IPA,6,Bottle,$433.32 
20/02/2022,Producto 7,Main,12,Can,"$1,078.37 "
21/02/2022,Producto 3,lager,1,Bottle,$166.83 
21/02/2022,Producto 7,Main,12,Can,$772.54 
21/02/2022,Producto 18,Variety,6,Bottle,$662.83 
21/02/2022,Producto 23,Light,6,Can,$931.73 
21/02/2022,Producto 4,IPA,18,Can,$159.92 
21/02/2022,Producto 19,lager,1,Can,$14.99 
21/02/2022,Producto 17,Variety,12,Can,$645.62 
21/02/2022,Producto 12,IPA,6,Bottle,$400.60 
21/02/2022,Producto 11,lager,18,Can,$119.94 
21/02/2022,Producto 2,Main,1,Can,$331.58 
21/02/2022,Producto 16,Variety,6,Can,$79.92 
21/02/2022,Producto 1,Light,12,Can,$118.93 
21/02/2022,Producto 9,Main,12,Bottle,"$1,853.88 "
21/02/2022,Producto 13,IPA,12,Bottle,$33.98 
21/02/2022,Producto 14,lager,6,Bottle,"$1,863.15 "
21/02/2022,Producto 10,lager,12,Bottle,$688.09 
21/02/2022,Producto 6,Ale,6,Bottle,"$2,525.55 "
21/02/2022,Producto 5,Variety,12,Bottle,"$1,712.46 "
22/02/2022,Producto 5,Variety,12,Bottle,"$1,557.57 "
22/02/2022,Producto 3,lager,1,Bottle,$146.91 
22/02/2022,Producto 18,Variety,6,Bottle,$468.86 
22/02/2022,Producto 12,IPA,6,Bottle,$249.75 
22/02/2022,Producto 10,lager,12,Bottle,$472.72 
22/02/2022,Producto 23,Light,6,Can,$855.44 
22/02/2022,Producto 1,Light,12,Can,$118.93 
22/02/2022,Producto 11,lager,18,Can,$119.94 
22/02/2022,Producto 16,Variety,6,Can,$119.38 
22/02/2022,Producto 9,Main,12,Bottle,"$1,755.94 "
22/02/2022,Producto 6,Ale,6,Bottle,"$2,170.95 "
22/02/2022,Producto 2,Main,1,Can,$232.07 
22/02/2022,Producto 17,Variety,12,Can,$386.77 
22/02/2022,Producto 13,IPA,12,Bottle,$48.97 
22/02/2022,Producto 14,lager,6,Bottle,"$1,436.43 "
22/02/2022,Producto 7,Main,12,Can,$409.75 
22/02/2022,Producto 4,IPA,18,Can,$159.92 
23/02/2022,Producto 14,lager,6,Bottle,"$1,350.24 "
23/02/2022,Producto 11,lager,18,Can,$59.97 
23/02/2022,Producto 18,Variety,6,Bottle,$514.97 
23/02/2022,Producto 2,Main,1,Can,$298.60 
23/02/2022,Producto 6,Ale,6,Bottle,"$2,380.02 "
23/02/2022,Producto 4,IPA,18,Can,$159.92 
23/02/2022,Producto 13,IPA,12,Bottle,$84.95 
23/02/2022,Producto 17,Variety,12,Can,$592.65 
23/02/2022,Producto 10,lager,12,Bottle,$387.77 
23/02/2022,Producto 12,IPA,6,Bottle,$301.70 
23/02/2022,Producto 3,lager,1,Bottle,$131.97 
23/02/2022,Producto 5,Variety,12,Bottle,"$1,800.92 "
23/02/2022,Producto 16,Variety,6,Can,$87.41 
23/02/2022,Producto 9,Main,12,Bottle,"$1,959.31 "
23/02/2022,Producto 19,lager,1,Can,$14.99 
23/02/2022,Producto 22,Punch,1,Can,$2.49 
23/02/2022,Producto 7,Main,12,Can,$581.65 
23/02/2022,Producto 23,Light,6,Can,"$1,058.91 "
23/02/2022,Producto 1,Light,12,Can,$118.93 
24/02/2022,Producto 11,lager,18,Can,$99.95 
24/02/2022,Producto 6,Ale,6,Bottle,"$2,298.78 "
24/02/2022,Producto 1,Light,12,Can,$169.90 
24/02/2022,Producto 18,Variety,6,Bottle,$608.38 
24/02/2022,Producto 3,lager,1,Bottle,$139.44 
24/02/2022,Producto 21,Seasonal,6,Bottle,$0.00 
24/02/2022,Producto 13,IPA,12,Bottle,$49.97 
24/02/2022,Producto 4,IPA,18,Can,$239.88 
24/02/2022,Producto 12,IPA,6,Bottle,$310.19 
24/02/2022,Producto 9,Main,12,Bottle,"$2,302.11 "
24/02/2022,Producto 16,Variety,6,Can,$39.96 
24/02/2022,Producto 5,Variety,12,Bottle,"$2,155.71 "
24/02/2022,Producto 10,lager,12,Bottle,$539.68 
24/02/2022,Producto 17,Variety,12,Can,$900.47 
24/02/2022,Producto 7,Main,12,Can,$928.44 
24/02/2022,Producto 14,lager,6,Bottle,"$1,446.49 "
24/02/2022,Producto 2,Main,1,Can,$245.58 
24/02/2022,Producto 23,Light,6,Can,"$1,003.49 "
24/02/2022,Producto 20,IPA,6,Bottle,$10.99 
25/02/2022,Producto 11,lager,18,Can,$219.89 
25/02/2022,Producto 5,Variety,12,Bottle,"$3,782.24 "
25/02/2022,Producto 14,lager,6,Bottle,"$2,598.16 "
25/02/2022,Producto 2,Main,1,Can,$310.45 
25/02/2022,Producto 13,IPA,12,Bottle,$117.93 
25/02/2022,Producto 20,IPA,6,Bottle,$3.37 
25/02/2022,Producto 10,lager,12,Bottle,"$1,038.39 "
25/02/2022,Producto 12,IPA,6,Bottle,$469.53 
25/02/2022,Producto 7,Main,12,Can,"$1,163.30 "
25/02/2022,Producto 1,Light,12,Can,$152.91 
25/02/2022,Producto 3,lager,1,Bottle,$239.04 
25/02/2022,Producto 16,Variety,6,Can,$67.93 
25/02/2022,Producto 17,Variety,12,Can,"$1,032.39 "
25/02/2022,Producto 4,IPA,18,Can,$479.76 
25/02/2022,Producto 18,Variety,6,Bottle,$997.98 
25/02/2022,Producto 6,Ale,6,Bottle,"$4,113.92 "
25/02/2022,Producto 9,Main,12,Bottle,"$3,351.46 "
25/02/2022,Producto 23,Light,6,Can,"$1,823.63 "
26/02/2022,Producto 6,Ale,6,Bottle,"$4,604.74 "
26/02/2022,Producto 18,Variety,6,Bottle,"$1,070.74 "
26/02/2022,Producto 14,lager,6,Bottle,"$3,021.67 "
26/02/2022,Producto 7,Main,12,Can,"$1,361.19 "
26/02/2022,Producto 4,IPA,18,Can,$479.76 
26/02/2022,Producto 1,Light,12,Can,$390.77 
26/02/2022,Producto 12,IPA,6,Bottle,$490.51 
26/02/2022,Producto 3,lager,1,Bottle,$181.77 
26/02/2022,Producto 17,Variety,12,Can,"$1,340.21 "
26/02/2022,Producto 23,Light,6,Can,"$1,857.04 "
26/02/2022,Producto 9,Main,12,Bottle,"$4,268.43 "
26/02/2022,Producto 13,IPA,12,Bottle,$100.94 
26/02/2022,Producto 20,IPA,6,Bottle,$23.68 
26/02/2022,Producto 16,Variety,6,Can,$187.81 
26/02/2022,Producto 11,lager,18,Can,$339.83 
26/02/2022,Producto 5,Variety,12,Bottle,"$4,656.68 "
26/02/2022,Producto 2,Main,1,Can,$389.57 
26/02/2022,Producto 10,lager,12,Bottle,"$1,014.90 "
27/02/2022,Producto 14,lager,6,Bottle,"$2,303.44 "
27/02/2022,Producto 23,Light,6,Can,"$1,417.84 "
27/02/2022,Producto 13,IPA,12,Bottle,$117.93 
27/02/2022,Producto 9,Main,12,Bottle,"$3,123.61 "
27/02/2022,Producto 10,lager,12,Bottle,$900.97 
27/02/2022,Producto 3,lager,1,Bottle,$214.14 
27/02/2022,Producto 6,Ale,6,Bottle,"$3,178.12 "
27/02/2022,Producto 1,Light,12,Can,$152.91 
27/02/2022,Producto 17,Variety,12,Can,$917.46 
27/02/2022,Producto 7,Main,12,Can,"$1,040.39 "
27/02/2022,Producto 12,IPA,6,Bottle,$491.76 
27/02/2022,Producto 2,Main,1,Can,$380.94 
27/02/2022,Producto 5,Variety,12,Bottle,"$2,984.21 "
27/02/2022,Producto 18,Variety,6,Bottle,$700.61 
27/02/2022,Producto 16,Variety,6,Can,$139.86 
27/02/2022,Producto 11,lager,18,Can,$119.94 
27/02/2022,Producto 4,IPA,18,Can,$399.80 
28/02/2022,Producto 12,IPA,6,Bottle,$364.14 
28/02/2022,Producto 11,lager,18,Can,$159.92 
28/02/2022,Producto 18,Variety,6,Bottle,$472.86 
28/02/2022,Producto 4,IPA,18,Can,$79.96 
28/02/2022,Producto 17,Variety,12,Can,$388.77 
28/02/2022,Producto 3,lager,1,Bottle,$151.89 
28/02/2022,Producto 23,Light,6,Can,$914.56 
28/02/2022,Producto 1,Light,12,Can,$186.89 
28/02/2022,Producto 14,lager,6,Bottle,"$1,622.28 "
28/02/2022,Producto 13,IPA,12,Bottle,$48.97 
28/02/2022,Producto 5,Variety,12,Bottle,"$1,665.01 "
28/02/2022,Producto 9,Main,12,Bottle,"$1,738.45 "
28/02/2022,Producto 6,Ale,6,Bottle,"$2,245.02 "
28/02/2022,Producto 2,Main,1,Can,$275.05 
28/02/2022,Producto 16,Variety,6,Can,$48.95 
28/02/2022,Producto 10,lager,12,Bottle,$596.65 
28/02/2022,Producto 7,Main,12,Can,$665.61 
1/3/2022,Producto 3,lager,1,Bottle,$166.83 
