,date,brand,sales,Campaign,date_id
2390,2022-02-15,Producto 11,39.98,Before,135
2391,2022-02-15,Producto 10,720.01,Before,135
2392,2022-02-15,Producto 1,74.95,Before,135
2393,2022-02-15,Producto 14,1395.53,Before,135
2394,2022-02-16,Producto 14,1535.09,Before,136
2395,2022-02-16,Producto 7,614.63,Before,136
2396,2022-02-16,Producto 1,101.94,Before,136
2397,2022-02-16,Producto 8,873.61,Before,136
2398,2022-02-16,Producto 16,124.88,Before,136
2399,2022-02-16,Producto 5,1572.05,Before,136
2400,2022-02-16,Producto 17,560.67,Before,136
2401,2022-02-16,Producto 9,1785.9,Before,136
2402,2022-02-16,Producto 18,521.81,Before,136
2403,2022-02-16,Producto 3,164.34,Before,136
2404,2022-02-16,Producto 2,279.77,Before,136
2405,2022-02-16,Producto 6,1922.47,Before,136
2406,2022-02-16,Producto 12,336.12,Before,136
2407,2022-02-16,Producto 13,67.96,Before,136
2408,2022-02-16,Producto 4,239.88,Before,136
2409,2022-02-16,Producto 11,79.96,Before,136
2410,2022-02-16,Producto 10,445.74,Before,136
2411,2022-02-17,Producto 9,2619.92,Before,137
2412,2022-02-17,Producto 18,568.42,Before,137
2413,2022-02-17,Producto 11,199.9,Before,137
2414,2022-02-17,Producto 10,716.08,Before,137
2415,2022-02-17,Producto 13,101.94,Before,137
2416,2022-02-17,Producto 12,452.3,Before,137
2417,2022-02-17,Producto 8,1176.45,Before,137
2418,2022-02-17,Producto 16,81.59,Before,137
2419,2022-02-17,Producto 3,112.05,Before,137
2420,2022-02-17,Producto 7,781.54,Before,137
2421,2022-02-17,Producto 14,1812.75,Before,137
2422,2022-02-17,Producto 2,324.93,Before,137
2423,2022-02-17,Producto 4,159.92,Before,137
2424,2022-02-17,Producto 17,645.62,Before,137
2425,2022-02-17,Producto 1,186.89,Before,137
2426,2022-02-17,Producto 6,2299.64,Before,137
2427,2022-02-17,Producto 5,1709.97,Before,137
2428,2022-02-18,Producto 20,5.16,Before,138
2429,2022-02-18,Producto 14,3077.78,Before,138
2430,2022-02-18,Producto 10,1035.89,Before,138
2431,2022-02-18,Producto 11,219.89,Before,138
2432,2022-02-18,Producto 17,1306.23,Before,138
2433,2022-02-18,Producto 3,229.08,Before,138
2434,2022-02-18,Producto 9,3510.86,Before,138
2435,2022-02-18,Producto 16,109.89,Before,138
2436,2022-02-18,Producto 5,3765.73,Before,138
2437,2022-02-18,Producto 4,499.75,Before,138
2438,2022-02-18,Producto 6,4079.76,Before,138
2439,2022-02-18,Producto 12,664.59,Before,138
2440,2022-02-18,Producto 18,1097.05,Before,138
2441,2022-02-18,Producto 1,322.81,Before,138
2442,2022-02-18,Producto 23,2081.51,Before,138
2443,2022-02-18,Producto 7,1514.1,Before,138
2444,2022-02-18,Producto 13,230.86,Before,138
2445,2022-02-18,Producto 2,357.56,Before,138
2446,2022-02-19,Producto 10,830.51,Before,139
2447,2022-02-19,Producto 9,4488.27,Before,139
2448,2022-02-19,Producto 5,4576.25,Before,139
2449,2022-02-19,Producto 4,439.78,Before,139
2450,2022-02-19,Producto 13,115.93,Before,139
2451,2022-02-19,Producto 20,7.74,Before,139
2452,2022-02-19,Producto 16,129.87,Before,139
2453,2022-02-19,Producto 23,2053.25,Before,139
2454,2022-02-19,Producto 2,381.88,Before,139
2455,2022-02-19,Producto 18,1148.5,Before,139
2456,2022-02-19,Producto 6,4806.92,Before,139
2457,2022-02-19,Producto 14,3419.1,Before,139
2458,2022-02-19,Producto 3,219.12,Before,139
2459,2022-02-19,Producto 11,259.87,Before,139
2460,2022-02-19,Producto 12,730.27,Before,139
2461,2022-02-19,Producto 1,322.81,Before,139
2462,2022-02-19,Producto 17,1576.07,Before,139
2463,2022-02-19,Producto 7,1324.22,Before,139
2464,2022-02-20,Producto 17,1081.36,Before,140
2465,2022-02-20,Producto 4,319.84,Before,140
2466,2022-02-20,Producto 9,3291.02,Before,140
2467,2022-02-20,Producto 23,1522.27,Before,140
2468,2022-02-20,Producto 3,219.12,Before,140
2469,2022-02-20,Producto 11,159.92,Before,140
2470,2022-02-20,Producto 2,393.45,Before,140
2471,2022-02-20,Producto 10,628.63,Before,140
2472,2022-02-20,Producto 5,3088.15,Before,140
2473,2022-02-20,Producto 6,3569.95,Before,140
2474,2022-02-20,Producto 13,231.86,Before,140
2475,2022-02-20,Producto 1,254.85,Before,140
2476,2022-02-20,Producto 16,81.59,Before,140
2477,2022-02-20,Producto 18,967.53,Before,140
2478,2022-02-20,Producto 14,2581.7,Before,140
2479,2022-02-20,Producto 12,433.32,Before,140
2480,2022-02-20,Producto 7,1078.37,Before,140
2481,2022-02-21,Producto 3,166.83,Before,141
2482,2022-02-21,Producto 7,772.54,Before,141
2483,2022-02-21,Producto 18,662.83,Before,141
2484,2022-02-21,Producto 23,931.73,Before,141
2485,2022-02-21,Producto 4,159.92,Before,141
2486,2022-02-21,Producto 19,14.99,Before,141
2487,2022-02-21,Producto 17,645.62,Before,141
2488,2022-02-21,Producto 12,400.6,Before,141
2489,2022-02-21,Producto 11,119.94,Before,141
2490,2022-02-21,Producto 2,331.58,Before,141
2491,2022-02-21,Producto 16,79.92,Before,141
2492,2022-02-21,Producto 1,118.93,Before,141
2493,2022-02-21,Producto 9,1853.88,Before,141
2494,2022-02-21,Producto 13,33.98,Before,141
2495,2022-02-21,Producto 14,1863.15,Before,141
2496,2022-02-21,Producto 10,688.09,Before,141
2497,2022-02-21,Producto 6,2525.55,Before,141
2498,2022-02-21,Producto 5,1712.46,Before,141
2499,2022-02-22,Producto 5,1557.57,Before,142
2500,2022-02-22,Producto 3,146.91,Before,142
2501,2022-02-22,Producto 18,468.86,Before,142
2502,2022-02-22,Producto 12,249.75,Before,142
2503,2022-02-22,Producto 10,472.72,Before,142
2504,2022-02-22,Producto 23,855.44,Before,142
2505,2022-02-22,Producto 1,118.93,Before,142
2506,2022-02-22,Producto 11,119.94,Before,142
2507,2022-02-22,Producto 16,119.38,Before,142
2508,2022-02-22,Producto 9,1755.94,Before,142
2509,2022-02-22,Producto 6,2170.95,Before,142
2510,2022-02-22,Producto 2,232.07,Before,142
2511,2022-02-22,Producto 17,386.77,Before,142
2512,2022-02-22,Producto 13,48.97,Before,142
2513,2022-02-22,Producto 14,1436.43,Before,142
2514,2022-02-22,Producto 7,409.75,Before,142
2515,2022-02-22,Producto 4,159.92,Before,142
2516,2022-02-23,Producto 14,1350.24,Before,143
2517,2022-02-23,Producto 11,59.97,Before,143
2518,2022-02-23,Producto 18,514.97,Before,143
2519,2022-02-23,Producto 2,298.6,Before,143
2520,2022-02-23,Producto 6,2380.02,Before,143
2521,2022-02-23,Producto 4,159.92,Before,143
2522,2022-02-23,Producto 13,84.95,Before,143
2523,2022-02-23,Producto 17,592.65,Before,143
2524,2022-02-23,Producto 10,387.77,Before,143
2525,2022-02-23,Producto 12,301.7,Before,143
2526,2022-02-23,Producto 3,131.97,Before,143
2527,2022-02-23,Producto 5,1800.92,Before,143
2528,2022-02-23,Producto 16,87.41,Before,143
2529,2022-02-23,Producto 9,1959.31,Before,143
2530,2022-02-23,Producto 19,14.99,Before,143
2531,2022-02-23,Producto 22,2.49,Before,143
2532,2022-02-23,Producto 7,581.65,Before,143
2533,2022-02-23,Producto 23,1058.91,Before,143
2534,2022-02-23,Producto 1,118.93,Before,143
2535,2022-02-24,Producto 11,99.95,Before,144
2536,2022-02-24,Producto 6,2298.78,Before,144
2537,2022-02-24,Producto 1,169.9,Before,144
2538,2022-02-24,Producto 18,608.38,Before,144
2539,2022-02-24,Producto 3,139.44,Before,144
2540,2022-02-24,Producto 21,0.0,Before,144
2541,2022-02-24,Producto 13,49.97,Before,144
2542,2022-02-24,Producto 4,239.88,Before,144
2543,2022-02-24,Producto 12,310.19,Before,144
2544,2022-02-24,Producto 9,2302.11,Before,144
2545,2022-02-24,Producto 16,39.96,Before,144
2546,2022-02-24,Producto 5,2155.71,Before,144
2547,2022-02-24,Producto 10,539.68,Before,144
2548,2022-02-24,Producto 17,900.47,Before,144
2549,2022-02-24,Producto 7,928.44,Before,144
2550,2022-02-24,Producto 14,1446.49,Before,144
2551,2022-02-24,Producto 2,245.58,Before,144
2552,2022-02-24,Producto 23,1003.49,Before,144
2553,2022-02-24,Producto 20,10.99,Before,144
2554,2022-02-25,Producto 11,219.89,Before,145
2555,2022-02-25,Producto 5,3782.24,Before,145
2556,2022-02-25,Producto 14,2598.16,Before,145
2557,2022-02-25,Producto 2,310.45,Before,145
2558,2022-02-25,Producto 13,117.93,Before,145
2559,2022-02-25,Producto 20,3.37,Before,145
2560,2022-02-25,Producto 10,1038.39,Before,145
2561,2022-02-25,Producto 12,469.53,Before,145
2562,2022-02-25,Producto 7,1163.3,Before,145
2563,2022-02-25,Producto 1,152.91,Before,145
2564,2022-02-25,Producto 3,239.04,Before,145
2565,2022-02-25,Producto 16,67.93,Before,145
2566,2022-02-25,Producto 17,1032.39,Before,145
2567,2022-02-25,Producto 4,479.76,Before,145
2568,2022-02-25,Producto 18,997.98,Before,145
2569,2022-02-25,Producto 6,4113.92,Before,145
2570,2022-02-25,Producto 9,3351.46,Before,145
2571,2022-02-25,Producto 23,1823.63,Before,145
2572,2022-02-26,Producto 6,4604.74,Before,146
2573,2022-02-26,Producto 18,1070.74,Before,146
2574,2022-02-26,Producto 14,3021.67,Before,146
2575,2022-02-26,Producto 7,1361.19,Before,146
2576,2022-02-26,Producto 4,479.76,Before,146
2577,2022-02-26,Producto 1,390.77,Before,146
2578,2022-02-26,Producto 12,490.51,Before,146
2579,2022-02-26,Producto 3,181.77,Before,146
2580,2022-02-26,Producto 17,1340.21,Before,146
2581,2022-02-26,Producto 23,1857.04,Before,146
2582,2022-02-26,Producto 9,4268.43,Before,146
2583,2022-02-26,Producto 13,100.94,Before,146
2584,2022-02-26,Producto 20,23.68,Before,146
2585,2022-02-26,Producto 16,187.81,Before,146
2586,2022-02-26,Producto 11,339.83,Before,146
2587,2022-02-26,Producto 5,4656.68,Before,146
2588,2022-02-26,Producto 2,389.57,Before,146
2589,2022-02-26,Producto 10,1014.9,Before,146
2590,2022-02-27,Producto 14,2303.44,Before,147
2591,2022-02-27,Producto 23,1417.84,Before,147
2592,2022-02-27,Producto 13,117.93,Before,147
2593,2022-02-27,Producto 9,3123.61,Before,147
2594,2022-02-27,Producto 10,900.97,Before,147
2595,2022-02-27,Producto 3,214.14,Before,147
2596,2022-02-27,Producto 6,3178.12,Before,147
2597,2022-02-27,Producto 1,152.91,Before,147
2598,2022-02-27,Producto 17,917.46,Before,147
2599,2022-02-27,Producto 7,1040.39,Before,147
2600,2022-02-27,Producto 12,491.76,Before,147
2601,2022-02-27,Producto 2,380.94,Before,147
2602,2022-02-27,Producto 5,2984.21,Before,147
2603,2022-02-27,Producto 18,700.61,Before,147
2604,2022-02-27,Producto 16,139.86,Before,147
2605,2022-02-27,Producto 11,119.94,Before,147
2606,2022-02-27,Producto 4,399.8,Before,147
2607,2022-02-28,Producto 12,364.14,Before,148
2608,2022-02-28,Producto 11,159.92,Before,148
2609,2022-02-28,Producto 18,472.86,Before,148
2610,2022-02-28,Producto 4,79.96,Before,148
2611,2022-02-28,Producto 17,388.77,Before,148
2612,2022-02-28,Producto 3,151.89,Before,148
2613,2022-02-28,Producto 23,914.56,Before,148
2614,2022-02-28,Producto 1,186.89,Before,148
2615,2022-02-28,Producto 14,1622.28,Before,148
2616,2022-02-28,Producto 13,48.97,Before,148
2617,2022-02-28,Producto 5,1665.01,Before,148
2618,2022-02-28,Producto 9,1738.45,Before,148
2619,2022-02-28,Producto 6,2245.02,Before,148
2620,2022-02-28,Producto 2,275.05,Before,148
2621,2022-02-28,Producto 16,48.95,Before,148
2622,2022-02-28,Producto 10,596.65,Before,148
2623,2022-02-28,Producto 7,665.61,Before,148
2624,2022-01-03,Producto 3,166.83,Before,149
2625,2022-01-03,Producto 20,10.99,Before,149
2626,2022-01-03,Producto 6,2098.8,Before,149
2627,2022-01-03,Producto 17,347.8,Before,149
2628,2022-01-03,Producto 18,594.4,Before,149
2629,2022-01-03,Producto 1,50.97,Before,149
2630,2022-01-03,Producto 11,79.96,Before,149
2631,2022-01-03,Producto 4,299.85,Before,149
2632,2022-01-03,Producto 2,252.5,Before,149
2633,2022-01-03,Producto 16,98.9,Before,149
2634,2022-01-03,Producto 7,586.64,Before,149
2635,2022-01-03,Producto 10,528.69,Before,149
2636,2022-01-03,Producto 23,998.98,Before,149
2637,2022-01-03,Producto 5,1992.3,Before,149
2638,2022-01-03,Producto 13,67.96,Before,149
2639,2022-01-03,Producto 9,2033.07,Before,149
2640,2022-01-03,Producto 14,1829.58,Before,149
2641,2022-01-03,Producto 12,353.15,Before,149
2642,2022-02-03,Producto 4,290.79,Before,150
2643,2022-02-03,Producto 5,2777.17,Before,150
2644,2022-02-03,Producto 3,126.99,Before,150
2645,2022-02-03,Producto 14,1737.45,Before,150
2646,2022-02-03,Producto 23,1018.45,Before,150
2647,2022-02-03,Producto 13,128.91,Before,150
2648,2022-02-03,Producto 18,510.65,Before,150
2649,2022-02-03,Producto 17,838.45,Before,150
2650,2022-02-03,Producto 12,273.98,Before,150
2651,2022-02-03,Producto 9,2477.42,Before,150
2652,2022-02-03,Producto 10,782.97,Before,150
2653,2022-02-03,Producto 6,2398.95,Before,150
2654,2022-02-03,Producto 11,190.84,Before,150
2655,2022-02-03,Producto 2,302.97,Before,150
2656,2022-02-03,Producto 1,73.95,Before,150
2657,2022-02-03,Producto 16,49.95,Before,150
2658,2022-02-03,Producto 7,800.52,Before,150
2659,2022-03-03,Producto 11,227.8,Before,151
2660,2022-03-03,Producto 16,59.44,Before,151
2661,2022-03-03,Producto 14,1897.83,Before,151
2662,2022-03-03,Producto 12,221.53,Before,151
2663,2022-03-03,Producto 2,264.7,Before,151
2664,2022-03-03,Producto 6,2455.58,Before,151
2665,2022-03-03,Producto 10,1134.73,Before,151
2666,2022-03-03,Producto 4,404.69,Before,151
2667,2022-03-03,Producto 13,135.9,Before,151
2668,2022-03-03,Producto 1,254.82,Before,151
2669,2022-03-03,Producto 5,2709.75,Before,151
2670,2022-03-03,Producto 23,1059.09,Before,151
2671,2022-03-03,Producto 9,2743.26,Before,151
2672,2022-03-03,Producto 18,565.09,Before,151
2673,2022-03-03,Producto 7,889.48,Before,151
2674,2022-03-03,Producto 17,829.47,Before,151
2675,2022-03-03,Producto 3,114.54,Before,151
2676,2022-04-03,Producto 6,4552.32,Before,152
2677,2022-04-03,Producto 23,2010.96,Before,152
2678,2022-04-03,Producto 5,5503.42,Before,152
2679,2022-04-03,Producto 18,731.59,Before,152
2680,2022-04-03,Producto 4,381.68,Before,152
2681,2022-04-03,Producto 1,369.75,Before,152
2682,2022-04-03,Producto 14,2871.86,Before,152
2683,2022-04-03,Producto 12,442.56,Before,152
2684,2022-04-03,Producto 11,196.88,Before,152
2685,2022-04-03,Producto 10,1161.21,Before,152
2686,2022-04-03,Producto 9,3901.97,Before,152
2687,2022-04-03,Producto 3,199.2,Before,152
2688,2022-04-03,Producto 16,69.93,Before,152
2689,2022-04-03,Producto 13,148.9,Before,152
2690,2022-04-03,Producto 7,1728.96,Before,152
2691,2022-04-03,Producto 2,444.58,Before,152
2692,2022-04-03,Producto 17,1394.11,Before,152
2693,2022-05-03,Producto 3,236.55,Before,153
2694,2022-05-03,Producto 6,5334.38,Before,153
2695,2022-05-03,Producto 23,2051.08,Before,153
2696,2022-05-03,Producto 17,1475.03,Before,153
2697,2022-05-03,Producto 14,3286.42,Before,153
2698,2022-05-03,Producto 13,159.89,Before,153
2699,2022-05-03,Producto 5,6108.02,Before,153
2700,2022-05-03,Producto 18,898.73,Before,153
2701,2022-05-03,Producto 1,465.69,Before,153
2702,2022-05-03,Producto 7,1129.33,Before,153
2703,2022-05-03,Producto 10,1514.97,Before,153
2704,2022-05-03,Producto 4,564.61,Before,153
2705,2022-05-03,Producto 2,422.39,Before,153
2706,2022-05-03,Producto 11,227.62,Before,153
2707,2022-05-03,Producto 9,4830.44,Before,153
2708,2022-05-03,Producto 16,108.89,Before,153
2709,2022-05-03,Producto 12,432.91,Before,153
2710,2022-06-03,Producto 22,4.98,Before,154
2711,2022-06-03,Producto 13,146.9,Before,154
2712,2022-06-03,Producto 2,322.09,Before,154
2713,2022-06-03,Producto 10,913.88,Before,154
2714,2022-06-03,Producto 23,1734.74,Before,154
2715,2022-06-03,Producto 6,3142.71,Before,154
2716,2022-06-03,Producto 9,3490.29,Before,154
2717,2022-06-03,Producto 3,186.75,Before,154
2718,2022-06-03,Producto 18,779.71,Before,154
2719,2022-06-03,Producto 5,3699.1,Before,154
2720,2022-06-03,Producto 1,237.84,Before,154
2721,2022-06-03,Producto 14,2244.32,Before,154
2722,2022-06-03,Producto 11,93.91,Before,154
2723,2022-06-03,Producto 17,1032.32,Before,154
2724,2022-06-03,Producto 7,890.47,Before,154
2725,2022-06-03,Producto 16,69.93,Before,154
2726,2022-06-03,Producto 4,393.76,Before,154
2727,2022-06-03,Producto 12,310.69,Before,154
2728,2022-07-03,Producto 11,130.87,Before,155
2729,2022-07-03,Producto 23,998.84,Before,155
2730,2022-07-03,Producto 14,1635.62,Before,155
2731,2022-07-03,Producto 12,170.83,Before,155
2732,2022-07-03,Producto 9,1927.27,Before,155
2733,2022-07-03,Producto 17,856.44,Before,155
2734,2022-07-03,Producto 13,115.92,Before,155
2735,2022-07-03,Producto 1,186.87,Before,155
2736,2022-07-03,Producto 18,557.93,Before,155
2737,2022-07-03,Producto 16,86.08,Before,155
2738,2022-07-03,Producto 2,339.49,Before,155
2739,2022-07-03,Producto 19,16.99,Before,155
2740,2022-07-03,Producto 6,1806.53,Before,155
2741,2022-07-03,Producto 5,2190.55,Before,155
2742,2022-07-03,Producto 3,171.81,Before,155
2743,2022-07-03,Producto 4,264.76,Before,155
2744,2022-07-03,Producto 10,729.0,Before,155
2745,2022-07-03,Producto 7,743.55,Before,155
2746,2022-08-03,Producto 6,2008.97,Before,156
2747,2022-08-03,Producto 11,96.93,Before,156
2748,2022-08-03,Producto 9,1699.43,Before,156
2749,2022-08-03,Producto 1,221.85,Before,156
2750,2022-08-03,Producto 12,209.79,Before,156
2751,2022-08-03,Producto 23,1055.84,Before,156
2752,2022-08-03,Producto 18,436.22,Before,156
2753,2022-08-03,Producto 10,1069.75,Before,156
2754,2022-08-03,Producto 16,78.92,Before,156
2755,2022-08-03,Producto 14,1517.74,Before,156
2756,2022-08-03,Producto 5,2461.89,Before,156
2757,2022-08-03,Producto 2,280.94,Before,156
2758,2022-08-03,Producto 4,173.87,Before,156
2759,2022-08-03,Producto 3,179.28,Before,156
2760,2022-08-03,Producto 17,539.65,Before,156
2761,2022-08-03,Producto 7,676.6,Before,156
2762,2022-08-03,Producto 13,80.94,Before,156
2763,2022-09-03,Producto 5,2279.03,Before,157
2764,2022-09-03,Producto 1,122.91,Before,157
2765,2022-09-03,Producto 10,957.32,Before,157
2766,2022-09-03,Producto 18,418.49,Before,157
2767,2022-09-03,Producto 9,2498.85,Before,157
2768,2022-09-03,Producto 3,154.38,Before,157
2769,2022-09-03,Producto 6,2253.97,Before,157
2770,2022-09-03,Producto 17,561.62,Before,157
2771,2022-09-03,Producto 7,843.5,Before,157
2772,2022-09-03,Producto 11,99.95,Before,157
2773,2022-09-03,Producto 12,159.84,Before,157
2774,2022-09-03,Producto 14,1837.73,Before,157
2775,2022-09-03,Producto 2,337.02,Before,157
2776,2022-09-03,Producto 4,179.91,Before,157
2777,2022-09-03,Producto 13,60.95,Before,157
2778,2022-09-03,Producto 23,1072.75,Before,157
2779,2022-09-03,Producto 16,119.88,Before,157
2780,2022-10-03,Producto 10,902.3,Before,158
2781,2022-10-03,Producto 9,2749.18,Before,158
2782,2022-10-03,Producto 6,2691.43,Before,158
2783,2022-10-03,Producto 2,341.72,Before,158
2784,2022-10-03,Producto 18,575.01,Before,158
2785,2022-10-03,Producto 14,1948.74,Before,158
2786,2022-10-03,Producto 16,119.91,Before,158
2787,2022-10-03,Producto 1,213.86,Before,158
2788,2022-10-03,Producto 5,3152.9,Before,158
2789,2022-10-03,Producto 11,79.96,Before,158
2790,2022-10-03,Producto 13,144.89,Before,158
2791,2022-10-03,Producto 12,260.74,Before,158
2792,2022-10-03,Producto 23,1120.7,Before,158
2793,2022-10-03,Producto 3,204.18,Before,158
2794,2022-10-03,Producto 4,219.89,Before,158
2795,2022-10-03,Producto 17,854.43,Before,158
2796,2022-10-03,Producto 7,1030.4,Before,158
2797,2022-11-03,Producto 18,755.06,Before,159
2798,2022-11-03,Producto 13,100.93,Before,159
2799,2022-11-03,Producto 14,2948.07,Before,159
2800,2022-11-03,Producto 3,204.18,Before,159
2801,2022-11-03,Producto 9,4700.44,Before,159
2802,2022-11-03,Producto 17,1674.94,Before,159
2803,2022-11-03,Producto 5,5336.38,Before,159
2804,2022-11-03,Producto 6,4084.74,Before,159
2805,2022-11-03,Producto 2,381.04,Before,159
2806,2022-11-03,Producto 4,479.76,Before,159
2807,2022-11-03,Producto 11,199.9,Before,159
2808,2022-11-03,Producto 16,163.84,Before,159
2809,2022-11-03,Producto 7,1274.24,Before,159
2810,2022-11-03,Producto 1,381.74,Before,159
2811,2022-11-03,Producto 10,1505.36,Before,159
2812,2022-11-03,Producto 12,352.15,Before,159
2813,2022-11-03,Producto 23,1771.81,Before,159
2814,2022-12-03,Producto 2,406.84,Before,160
2815,2022-12-03,Producto 6,4723.53,Before,160
2816,2022-12-03,Producto 23,2329.78,Before,160
2817,2022-12-03,Producto 9,5447.02,Before,160
2818,2022-12-03,Producto 5,6204.67,Before,160
2819,2022-12-03,Producto 13,155.89,Before,160
2820,2022-12-03,Producto 12,401.6,Before,160
2821,2022-12-03,Producto 1,235.84,Before,160
2822,2022-12-03,Producto 16,104.4,Before,160
2823,2022-12-03,Producto 14,3408.55,Before,160
2824,2022-12-03,Producto 18,791.77,Before,160
2825,2022-12-03,Producto 11,199.9,Before,160
2826,2022-12-03,Producto 7,1569.08,Before,160
2827,2022-12-03,Producto 17,1779.89,Before,160
2828,2022-12-03,Producto 10,1386.54,Before,160
2829,2022-12-03,Producto 3,216.63,Before,160
2830,2022-12-03,Producto 4,519.74,Before,160
2831,2022-03-13,Producto 12,202.55,Before,161
2832,2022-03-13,Producto 1,208.87,Before,161
2833,2022-03-13,Producto 4,459.77,Before,161
2834,2022-03-13,Producto 2,377.4,Before,161
2835,2022-03-13,Producto 13,88.93,Before,161
2836,2022-03-13,Producto 14,2523.38,Before,161
2837,2022-03-13,Producto 7,990.39,Before,161
2838,2022-03-13,Producto 16,102.24,Before,161
2839,2022-03-13,Producto 11,59.97,Before,161
2840,2022-03-13,Producto 9,3261.91,Before,161
2841,2022-03-13,Producto 10,1217.64,Before,161
2842,2022-03-13,Producto 17,1132.26,Before,161
2843,2022-03-13,Producto 3,176.79,Before,161
2844,2022-03-13,Producto 5,3741.56,Before,161
2845,2022-03-13,Producto 18,540.12,Before,161
2846,2022-03-13,Producto 6,3438.39,Before,161
2847,2022-03-13,Producto 23,1990.57,Before,161
2848,2022-03-14,Producto 2,352.2,Before,162
2849,2022-03-14,Producto 4,159.92,Before,162
2850,2022-03-14,Producto 18,330.68,Before,162
2851,2022-03-14,Producto 16,68.93,Before,162
2852,2022-03-14,Producto 9,1836.29,Before,162
2853,2022-03-14,Producto 5,2446.31,Before,162
2854,2022-03-14,Producto 13,39.97,Before,162
2855,2022-03-14,Producto 14,1710.53,Before,162
2856,2022-03-14,Producto 10,851.87,Before,162
2857,2022-03-14,Producto 12,174.83,Before,162
2858,2022-03-14,Producto 3,151.89,Before,162
2859,2022-03-14,Producto 17,632.61,Before,162
2860,2022-03-14,Producto 6,2045.25,Before,162
2861,2022-03-14,Producto 23,978.67,Before,162
2862,2022-03-14,Producto 1,206.85,Before,162
2863,2022-03-14,Producto 7,599.65,Before,162
2864,2022-03-14,Producto 11,99.95,Before,162
2865,2022-03-15,Producto 23,1016.63,Before,163
2866,2022-03-15,Producto 18,366.63,Before,163
2867,2022-03-15,Producto 11,159.92,Before,163
2868,2022-03-15,Producto 1,139.9,Before,163
2869,2022-03-15,Producto 5,2775.06,Before,163
2870,2022-03-15,Producto 6,2392.35,Before,163
2871,2022-03-15,Producto 2,287.36,Before,163
2872,2022-03-15,Producto 3,176.79,Before,163
2873,2022-03-15,Producto 12,139.86,Before,163
2874,2022-03-15,Producto 7,853.49,Before,163
2875,2022-03-15,Producto 16,72.26,Before,163
2876,2022-03-15,Producto 14,2021.23,Before,163
2877,2022-03-15,Producto 10,1213.06,Before,163
2878,2022-03-15,Producto 13,111.92,Before,163
2879,2022-03-15,Producto 17,752.48,Before,163
2880,2022-03-15,Producto 4,199.9,Before,163
2881,2022-03-15,Producto 9,2302.89,Before,163
2882,2022-03-16,Producto 12,150.85,Before,164
2883,2022-03-16,Producto 14,2120.46,Before,164
2884,2022-03-16,Producto 3,129.48,Before,164
2885,2022-03-16,Producto 7,805.72,Before,164
2886,2022-03-16,Producto 9,2817.12,Before,164
2887,2022-03-16,Producto 23,1297.36,Before,164
2888,2022-03-16,Producto 17,975.38,Before,164
2889,2022-03-16,Producto 5,3414.1,Before,164
2890,2022-03-16,Producto 18,610.05,Before,164
2891,2022-03-16,Producto 1,207.86,Before,164
2892,2022-03-16,Producto 11,139.93,Before,164
2893,2022-03-16,Producto 6,2784.6,Before,164
2894,2022-03-16,Producto 4,279.86,Before,164
2895,2022-03-16,Producto 13,88.93,Before,164
2896,2022-03-16,Producto 2,349.49,Before,164
2897,2022-03-16,Producto 10,1107.63,Before,164
2898,2022-03-16,Producto 16,61.61,Before,164
2899,2022-03-17,Producto 2,360.14,Before,165
2900,2022-03-17,Producto 23,1682.12,Before,165
2901,2022-03-17,Producto 14,2513.89,Before,165
2902,2022-03-17,Producto 16,59.94,Before,165
2903,2022-03-17,Producto 7,1034.39,Before,165
2904,2022-03-17,Producto 13,88.94,Before,165
2905,2022-03-17,Producto 11,79.96,Before,165
2906,2022-03-17,Producto 9,3057.1,Before,165
2907,2022-03-17,Producto 1,268.81,Before,165
2908,2022-03-17,Producto 19,16.99,Before,165
2909,2022-03-17,Producto 5,4443.39,Before,165
2910,2022-03-17,Producto 12,223.53,Before,165
2911,2022-03-17,Producto 4,339.83,Before,165
2912,2022-03-17,Producto 10,1341.5,Before,165
2913,2022-03-17,Producto 6,3213.62,Before,165
2914,2022-03-17,Producto 3,174.3,Before,165
2915,2022-03-17,Producto 18,523.33,Before,165
2916,2022-03-17,Producto 17,1342.13,Before,165
2917,2022-03-18,Producto 17,1492.98,Before,166
2918,2022-03-18,Producto 5,5102.02,Before,166
2919,2022-03-18,Producto 7,1376.2,Before,166
2920,2022-03-18,Producto 1,438.71,Before,166
2921,2022-03-18,Producto 16,189.82,Before,166
2922,2022-03-18,Producto 6,4533.0,Before,166
2923,2022-03-18,Producto 18,668.49,Before,166
2924,2022-03-18,Producto 2,340.42,Before,166
2925,2022-03-18,Producto 13,140.9,Before,166
2926,2022-03-18,Producto 9,4432.15,Before,166
2927,2022-03-18,Producto 23,2174.81,Before,166
2928,2022-03-18,Producto 4,519.74,Before,166
2929,2022-03-18,Producto 14,3134.51,Before,166
2930,2022-03-18,Producto 19,14.99,Before,166
2931,2022-03-18,Producto 3,219.12,Before,166
2932,2022-03-18,Producto 12,233.77,Before,166
2933,2022-03-18,Producto 11,259.87,Before,166
2934,2022-03-18,Producto 10,1401.45,Before,166
2935,2022-03-19,Producto 4,599.7,Before,167
2936,2022-03-19,Producto 23,2342.21,Before,167
2937,2022-03-19,Producto 18,713.95,Before,167
2938,2022-03-19,Producto 3,226.59,Before,167
2939,2022-03-19,Producto 6,5049.45,Before,167
2940,2022-03-19,Producto 14,3756.72,Before,167
